Time,Tensao_Inversor
0,149.99999994
1.85559e-25,149.99999994
1.85559e-25,-149.99999994
5.10286e-25,-149.99999994
5.10286e-25,-149.99999994
1.32211e-24,-149.99999994
1.32211e-24,-149.99999994
3.0432e-24,-149.99999994
3.0432e-24,149.99999994
6.75438e-24,149.99999994
6.75438e-24,149.99999994
1.40897e-23,149.99999994
1.40897e-23,149.99999994
1.9038e-23,149.99999994
1.9038e-23,149.99999994
2.89654e-23,149.99999994
2.89654e-23,-149.99999994
5.87984e-23,-149.99999994
5.87984e-23,-149.99999994
1.18541e-22,-149.99999994
1.18541e-22,-149.99999994
2.38114e-22,-149.99999994
2.38114e-22,149.99999994
4.77278e-22,149.99999994
4.77278e-22,149.99999994
9.55775e-22,149.9999999400001
9.55775e-22,149.9999999400001
1.27473e-21,149.99999994
1.27473e-21,149.99999994
1.91284e-21,149.9999999399999
1.91284e-21,-149.9999999400002
3.82703e-21,-149.9999999399997
3.82703e-21,-149.9999999399997
7.65536e-21,-149.9999999400006
7.65536e-21,-149.9999999400006
1.53126e-20,-149.9999999399988
1.53126e-20,149.9999999400012
3.06268e-20,149.9999999399976
3.06268e-20,149.9999999399975
6.1255e-20,149.9999999400049
6.1255e-20,149.9999999400049
8.16743e-20,149.99999994
8.16743e-20,149.99999994
1.22513e-19,149.9999999399902
1.22513e-19,-149.9999999400098
2.45027e-19,-149.9999999399804
2.45027e-19,-149.9999999399804
4.9005e-19,-149.9999999400393
4.9005e-19,-149.9999999400393
9.80119e-19,-149.9999999399215
9.80119e-19,149.9999999400785
1.96024e-18,149.999999939843
1.96024e-18,149.9999999398429
3.92047e-18,149.9999999403141
3.92047e-18,149.9999999403141
5.22731e-18,149.99999994
5.22731e-18,149.99999994
7.84102e-18,149.9999999393717
7.84102e-18,-149.9999999406283
1.5682e-17,-149.9999999387435
1.5682e-17,-149.9999999387435
3.13635e-17,-149.999999942513
3.13635e-17,-149.999999942513
6.27281e-17,-149.9999999349737
6.27281e-17,149.9999999450264
1.25456e-16,149.9999999299479
1.25456e-16,149.9999999299479
2.50912e-16,149.9999999601045
2.50912e-16,149.9999999601045
3.3455e-16,149.9999999399998
3.3455e-16,149.9999999399998
5.01829e-16,149.9999998997897
5.01829e-16,-149.9999999802103
1.00365e-15,-149.9999998595829
1.00365e-15,-149.9999998595829
2.00728e-15,-150.0000001008323
2.00728e-15,-150.0000001008323
4.01463e-15,-149.9999996183107
4.01463e-15,150.0000002616894
8.02927e-15,149.9999992966601
8.02927e-15,149.9999992966601
1.60585e-14,150.0000012266988
1.60585e-14,150.0000012266988
2.14114e-14,149.9999999399835
