"time","inverter.vAC[1]"
4.75825e-13,149.9999618147332
4.75825e-13,149.9999618147332
9.51646e-13,150.0000761916932
9.51646e-13,150.0000761916932
1.26886e-12,149.9999999389784
1.26886e-12,149.9999999389784
1.90331e-12,149.9998474318708
1.90331e-12,-150.0001524481292
3.80661e-12,-149.9996949359
3.80661e-12,-149.9996949359001
7.61311e-12,-150.0006099420993
7.61311e-12,-150.0006099420993
1.52265e-11,-149.9987798391788
1.52265e-11,150.0012200408212
3.0453e-11,149.9975598976461
3.0453e-11,149.9975598976462
6.09057e-11,150.0048800389177
6.09057e-11,150.0048800389177
8.12079e-11,149.9999995059219
8.12079e-11,149.9999995059219
1.21813e-10,149.9902397486638
1.21813e-10,-150.0097601313362
2.43625e-10,-149.9804814202218
2.43625e-10,-149.9804814202218
4.87243e-10,-150.0390318511672
4.87243e-10,-150.0390318511672
9.74502e-10,-149.9219481960061
9.74502e-10,150.0780516839939
1.94901e-09,149.8439790228886
1.94901e-09,149.8439790228886
3.89799e-09,150.3117542503724
3.89799e-09,150.3117542503724
5.19734e-09,149.9984428829683
5.19734e-09,149.9984428829683
7.79607e-09,149.3776509223148
7.79607e-09,-150.6223489576852
1.55921e-08,-148.7599792204587
1.55921e-08,-148.7599792204587
3.11837e-08,-152.4614442849048
3.11837e-08,-152.4614442849048
6.23684e-08,-145.1533068424665
6.23684e-08,154.8466930375335
7.38764e-08,151.8943236848012
7.38764e-08,151.8943236848012
1.24737e-07,140.6298592288892
1.24737e-07,140.6298592288892
1.79083e-07,154.2900985654559
1.79083e-07,154.2900985654559
2.49471e-07,167.4215539987691
2.49471e-07,167.4215539987691
3.32629e-07,145.1921519353867
3.32629e-07,145.1921519353867
3.91637e-07,134.0221558612011
3.91637e-07,134.0221558612011
4.98945e-07,120.3054396773936
4.98945e-07,-179.6945602026063
8.33477e-07,-115.9482577914678
8.33477e-07,-115.9482577914678
9.97871e-07,-107.2389470948068
9.97871e-07,-107.2389470948068
1.78744e-06,-197.9133337677891
1.78744e-06,-197.9133337677891
1.99566e-06,-199.2342830943674
1.99566e-06,-199.2342830943674
3.77598e-06,-100.0205605300745
3.77598e-06,-100.0205605300745
3.99116e-06,-100.008386354321
3.99116e-06,199.9916135256789
7.76486e-06,100.0025718693919
7.76486e-06,100.0025718693919
7.98142e-06,100.0023014248384
7.98142e-06,100.0023014248384
1.57374e-05,199.9978214164109
1.57374e-05,199.9978214164109
1.59591e-05,199.9978179578968
1.59591e-05,199.9978179578974
2.12757e-05,100.0021540424404
2.12757e-05,100.0021540424404
2.5e-05,100.002139890874
3.16605e-05,100.0021333012776
3.16605e-05,100.0021333012776
3.19042e-05,100.0021329715141
3.19042e-05,-199.9978669084861
5e-05,-100.0021808723635
6.34217e-05,-100.0021667665361
6.34217e-05,-100.0021667665361
6.37502e-05,-100.0021664137853
6.37502e-05,-100.0021664137852
7.5e-05,-199.9977967998987
0.0001,-199.9977569444269
0.000125,-199.9977046151369
0.000126604,-199.9977012750705
0.000126604,-199.9977012750705
0.000127268,-199.99769989739
0.000127268,-199.9976998973878
0.00015,-100.0020095684905
0.000175,-100.0019840072981
0.0002,-100.0019586539456
0.000225,-100.0019324643556
0.00025,-100.0019080557742
0.000251637,-100.0019064094773
0.000251637,-100.0019064094772
0.000253621,-100.0019041837263
0.000253621,199.9980956962722
0.000275,100.0024056890587
0.0003,100.0023779334231
0.000325,100.0023506674235
0.00035,100.0023235165151
0.000375,100.0022964899569
0.0004,100.002269587875
0.000425,100.0022428027636
0.00045,100.002216149973
0.000475,100.0021896148318
0.000496618,100.0021667591128
0.000496618,100.0021667591128
0.0005,100.0021631932862
0.000503598,100.0021594013781
0.000503598,100.002159401388
0.000525,199.9977810075066
0.00055,199.9977288227731
0.000575,199.9976763718315
0.0006,199.9976258639666
0.000625,199.9975726337943
0.00065,199.9975215654758
0.000675,199.9974704273527
0.0007,199.9974192769757
0.000725,199.9973685175703
0.00075,199.9973179969969
0.000775,199.997267699765
0.0008,199.9972176254585
0.000825,199.9971677761282
0.00085,199.9971181487115
0.000875,199.9970687487082
0.0009,199.9970195755859
0.000925,199.9969706244904
0.00095,199.9969218956068
0.000967773,199.99688738672
0.000967773,199.99688738672
0.000975,199.9968733857094
0.00099285,199.9968388848516
0.00099285,199.996838884844
0.001,100.001163253616
0.001025,100.001144038412
0.00105,100.0011223723791
0.001075,100.0011007959951
0.0011,100.0010793182221
0.001125,100.0010579371819
0.00115,100.0010366530001
0.001175,100.0010154665534
0.0012,100.0009943735502
0.001225,100.0009733733285
0.00125,100.0009524685889
0.001275,100.0009316579988
0.0013,100.0009109391673
0.0013116,100.0009013579512
0.0013116,100.0009013579512
0.001325,100.0008903134234
0.00135,100.0008697785103
0.001375,100.0008493334225
0.0014,100.0008289789917
0.001425,100.0008087141685
0.00145,100.0007885372293
0.001475,100.0007684465095
0.0015,100.0007484460142
0.001525,100.0007285295464
0.00155,100.0007086949557
0.001575,100.0006889527815
0.0016,100.0006692956455
0.001625,100.0006497202165
0.00165,100.0006302277596
0.001675,100.0006108143712
0.0017,100.0005914845757
0.001725,100.0005722437759
0.00175,100.0005530821155
0.001775,100.0005339919285
0.0018,100.0005149761868
0.001825,100.0004960456737
0.00184522,100.0004807977218
0.00184522,100.0004807977218
0.00185,100.0004772014774
0.001875,100.000458429582
0.0019,100.0004397351078
0.001925,100.000421118193
0.00192994,100.0004174475648
0.00192994,-199.9995824324157
0.00195,-100.0038882197636
0.001975,-100.0038542205308
0.002,-100.0038203760071
0.002025,-100.0037866917698
0.00205,-100.0037531676134
0.002075,-100.0037198001459
0.0021,-100.0036865938879
0.002125,-100.0036535459513
0.00215,-100.003620651076
0.002175,-100.0035879117127
0.0022,-100.0035553316295
0.002225,-100.0035229086901
0.00225,-100.003490640151
0.002275,-100.0034585262268
0.0023,-100.0034265665053
0.002325,-100.0033947603418
0.00235,-100.0033631078066
0.002375,-100.0033316086738
0.0024,-100.0033002622917
0.002425,-100.003269067819
0.00245,-100.0032380250495
0.002475,-100.0032071329008
0.0025,-100.0031763912912
0.002525,-100.0031458007753
0.00255,-100.0031153602273
0.002575,-100.0030850695324
0.0026,-100.0030549282898
0.002625,-100.003024934847
0.00265,-100.0029950888701
0.002675,-100.0029653898623
0.0027,-100.0029358369318
0.002725,-100.0029064304441
0.00275,-100.0028771711377
0.002775,-100.0028480579463
0.0028,-100.0028190907185
0.002825,-100.0027902693024
0.00285,-100.0027615914153
0.002875,-100.0027330574652
0.0029,-100.0027046668503
0.002925,-100.0026764191672
0.00295,-100.0026483134154
0.002975,-100.0026203493045
0.003,-100.0025925260316
0.003025,-100.0025648428787
0.00305,-100.0025372993569
0.003075,-100.0025098979802
0.0031,-100.00248263631
0.003125,-100.0024555141099
0.00315,-100.0024285303752
0.003175,-100.0024016852367
0.0032,-100.0023749780281
0.003225,-100.0023484084799
0.00325,-100.0023219761219
0.003275,-100.0022956801533
0.0033,-100.0022695198871
0.003325,-100.00224349516
0.00335,-100.002217605566
0.003375,-100.0021918504707
0.00339948,-100.0021667604415
0.00339948,-100.0021667604415
0.0034,-100.0021662287801
0.003425,-100.0021407411986
0.00345,-100.002115388494
0.003475,-100.0020901661238
0.0035,-100.002065075022
0.003525,-100.0020401187517
0.00355,-100.0020152972307
0.003575,-100.0019906013851
0.0036,-100.0019660359288
0.003625,-100.0019415996398
0.00364734,-100.0019198699115
0.00364734,-100.0019198698511
0.00365,-199.9959142534024
0.003675,-199.9975308091136
0.0037,-199.997480562246
0.003725,-199.9974305605095
0.00375,-199.9973807995182
0.003775,-199.9973312833526
0.0038,-199.9972820095484
0.003825,-199.9972329762869
0.00385,-199.9971841831973
0.003875,-199.9971356269675
0.0039,-199.9970873026366
0.003925,-199.9970392112378
0.00395,-199.9969913626633
0.003975,-199.9969437539918
0.004,-199.9968963614124
0.004025,-199.9968491841893
0.00405,-199.9968022579294
0.004075,-199.9967555904279
0.0041,-199.996709153647
0.004125,-199.9966629016739
0.00415,-199.9966168341175
0.004175,-199.996571004091
0.0042,-199.9965254123825
0.004225,-199.9964800779084
0.00425,-199.9964349605287
0.004275,-199.9963900873885
0.0043,-199.9963454647245
0.004325,-199.9963010369807
0.00435,-199.9962567907248
0.004375,-199.9962127039672
0.0044,-199.9961687989943
0.004425,-199.9961251046147
0.00445,-199.9960816012786
0.004475,-199.9960383059959
0.0045,-199.9959952692292
0.004525,-199.9959525065381
0.00455,-199.995910050253
0.004575,-199.995867771432
0.0046,-199.9958257076459
0.004625,-199.995783835987
0.00465,-199.9957421282748
0.004675,-199.9957005498369
0.0047,-199.9956590602665
0.004725,-199.9956177007436
0.00475,-199.9955765937305
0.004775,-199.9955357222083
0.0048,-199.9954951244526
0.004825,-199.9954547703203
0.00485,-199.9954147233512
0.004875,-199.9953750216553
0.0049,-199.9953354493876
0.004925,-199.9952959905114
0.00495,-199.9952565822862
0.004975,-199.9952172619605
0.005,-199.9951780640875
0.005025,-199.9951389184659
0.00505,-199.9950998796698
0.005075,-199.9950611860783
0.0051,-199.9950228574384
0.005125,-199.9949850034684
0.00515,-199.9949472600808
0.005175,-199.9949097685469
0.0052,-199.9948724914399
0.005225,-199.9948353786617
0.00525,-199.9947983664197
0.005275,-199.9947613781361
0.0053,-199.9947245852734
0.005325,-199.9946881714038
0.00535,-199.9946519317914
0.005375,-199.9946158584169
0.0054,-199.9945799422981
0.005425,-199.9945441750812
0.00545,-199.99450854762
0.005475,-199.9944729309985
0.0055,-199.9944373544474
0.005525,-199.9944017981431
0.00555,-199.9943662323177
0.005575,-199.9943306252736
0.0056,-199.9942949440096
0.005625,-199.9942594458935
0.00565,-199.9942246496142
0.005675,-199.9941902322684
0.0057,-199.994156275354
0.005725,-199.9941228687287
0.00575,-199.9940901114056
0.005775,-199.9940581102457
0.0058,-199.9940252073086
0.005825,-199.9939917285921
0.00585,-199.9939578743039
0.005875,-199.993923475574
0.0059,-199.9938883463124
0.005925,-199.9938522831529
0.00595,-199.9938160035923
0.00597302,-199.9937855652353
0.00597302,-199.9937855652353
0.005975,-199.9937921556468
0.006,-199.9937590395867
0.006025,-199.9937268812325
0.00605,-199.9936948583888
0.006075,-199.9936629816549
0.0061,-199.993631258045
0.006125,-199.9935996835879
0.00615,-199.9935682417079
0.006175,-199.9935369430141
0.0062,-199.9935057843223
0.006225,-199.9934747645506
0.00625,-199.993443892301
0.006275,-199.9934131698581
0.0063,-199.9933825836468
0.006325,-199.9933521178849
0.00635,-199.9933217814209
0.006375,-199.9932916122784
0.0064,-199.9932616074732
0.006425,-199.9932316924405
0.00645,-199.9932018707377
0.006475,-199.9931721821162
0.0065,-199.9931426864885
0.006525,-199.9931133746156
0.0065281,-199.9931097488458
0.0065281,-199.9931097489027
0.00655,-99.99744047521527
0.006575,-99.99743750867958
0.0066,-99.99743463529008
0.006625,-99.9974317733016
0.00665,-99.99742892241392
0.006675,-99.99742608072327
0.0067,-99.99742325068127
0.006725,-99.99742042964149
0.00675,-99.99741761541461
0.006775,-99.99741480967887
0.0068,-99.99741201336546
0.006825,-99.99740922525126
0.00685,-99.99740644357213
0.006875,-99.99740366851104
0.0069,-99.99740089876767
0.006925,-99.99739813405289
0.00695,-99.99739537487591
0.006975,-99.99739262034242
0.007,-99.99738986982659
0.007025,-99.99738712315903
0.00705,-99.99738437912241
0.007075,-99.99738163769793
0.0071,-99.99737889790345
0.007125,-99.99737615924363
0.00715,-99.9973734210031
0.007175,-99.99737068235657
0.0072,-99.99736794256899
0.007225,-99.99736520835447
0.00725,-99.99736247725959
0.007275,-99.9973597506593
0.0073,-99.99735702981918
0.007325,-99.99735430713099
0.00735,-99.99735157496276
0.007375,-99.99734883538972
0.0074,-99.99734608579597
0.007425,-99.99734332430718
0.00745,-99.99734056932994
0.007475,-99.99733781232483
0.0075,-99.99733505486651
0.007525,-99.99733229881792
0.00755,-99.99732953614583
0.007575,-99.99732676445352
0.0076,-99.99732398581519
0.007625,-99.99732119895226
0.00765,-99.99731840590509
0.007675,-99.99731560718799
0.0077,-99.99731280153387
0.007725,-99.99730998884156
0.00775,-99.99730716849542
0.007775,-99.99730433991527
0.0078,-99.99730150326711
0.007825,-99.99729865849143
0.00785,-99.99729580438245
0.007875,-99.99729294036925
0.0079,-99.99729006617504
0.007925,-99.99728718135201
0.00795,-99.99728428511494
0.007975,-99.99728137708033
0.008,-99.99727845635702
0.008025,-99.99727552251268
0.00805,-99.99727257800569
0.008075,-99.99726962201277
0.0081,-99.99726665360465
0.008125,-99.99726367293231
0.00815,-99.99726067924152
0.008175,-99.99725767297649
0.0082,-99.99725465373345
0.008225,-99.99725161986402
0.00825,-99.99724856990579
0.008275,-99.99724550475077
0.0083,-99.99724242411459
0.008325,-99.99723932743278
0.00835,-99.99723621454309
0.008375,-99.99723308477606
0.0084,-99.99722993880577
0.008425,-99.99722677812694
0.00845,-99.99722360103922
0.008475,-99.99722040784782
0.0085,-99.99721719812315
0.008525,-99.99721397178099
0.00855,-99.99721072919631
0.008575,-99.99720746954455
0.0086,-99.99720418997981
0.008625,-99.99720089208137
0.00865,-99.9971975757757
0.008675,-99.99719424048163
0.0087,-99.99719088590635
0.008725,-99.99718751164757
0.00875,-99.99718411787576
0.008775,-99.99718070393217
0.0088,-99.99717726986172
0.008825,-99.99717381550339
0.00885,-99.99717033978364
0.008875,-99.99716684311085
0.0089,-99.99716332481751
0.008925,-99.99715978480883
0.00895,-99.99715622377524
0.008975,-99.99715264134635
0.009,-99.99714903739465
0.009025,-99.99714541154729
0.00905,-99.99714176349212
0.009075,-99.99713809348953
0.0091,-99.99713440117866
0.009125,-99.99713068656347
0.00915,-99.99712694886445
0.009175,-99.99712318848563
0.0092,-99.99711940484224
0.009225,-99.99711559831852
0.00925,-99.99711176839189
0.009275,-99.99710791488353
0.0093,-99.99710403790147
0.009325,-99.99710013664692
0.00935,-99.99709621168797
0.009375,-99.99709226245848
0.0094,-99.99708828862228
0.009425,-99.99708428995957
0.00945,-99.99708026659415
0.009475,-99.99707621773837
0.0095,-99.99707214337616
0.009525,-99.99706804314889
0.00955,-99.99706391673318
0.00955657,-99.9970628277206
0.00955657,-99.99706282772058
0.009575,-99.99705971937209
0.0096,-99.99705553607023
0.009625,-99.99705132820388
0.00965,-99.99704709406356
0.00966818,-99.9970439992353
0.00966818,200.0029558806439
0.00966818,199.9963364175978
0.00966818,199.9963364175978
0.009675,100.0072789849986
0.0097,100.0072275233335
0.009725,100.007179482528
0.00975,100.0071316979624
0.009775,100.0070841783182
0.00977664,100.0070810741253
0.00977664,100.0070810741253
0.0098,100.0070369161448
0.009825,100.0069899103459
0.00985,100.0069431619615
0.009875,100.006896670708
0.0099,100.0068504342583
0.009925,100.0068044542647
0.00995,100.0067587273998
0.009975,100.0067132511375
0.0099907,100.0066848289256
0.0099907,-199.9933150510672
0.0099907,-199.9908056171024
0.0099907,-199.9908056171024
0.01,-99.99764548895934
0.010025,-99.99763780954233
0.01005,-99.99763019381119
0.010075,-99.99762256391924
0.0100908,-99.99761772845784
0.0100908,200.0023821514853
0.0100908,199.9910832563519
0.0100908,199.9910832563519
0.0101,100.0066991525375
0.010125,100.0066538766889
0.01015,100.0066092143309
0.010175,100.006564802681
0.0102,100.0065206396854
0.010225,100.00647671332
0.01025,100.006433044833
0.010275,100.0063896248866
0.0103,100.0063464526191
0.010325,100.0063035249798
0.0103285,100.0062974987618
0.0103285,100.0062974986907
0.01035,200.0019049322565
0.0103742,200.0018384489952
0.0103742,200.0018384490236
0.010375,102.4953754359196
0.0104,100.00612837148
0.010425,100.0060866142254
0.01045,100.0060451009225
0.010475,100.0060038245995
0.0105,100.0059627842068
0.010525,100.0059219812068
0.01055,100.0058814103047
0.010575,100.0058410739023
0.0106,100.0058009730989
0.010625,100.0057611040592
0.01065,100.0057214642858
0.010675,100.0056820541643
0.0107,100.0056428738359
0.010725,100.0056039223425
0.01075,100.0055651985382
0.010775,100.0055267024322
0.0108,100.0054884317232
0.010825,100.0054503858888
0.01085,100.0054125639778
0.0108707,100.0053813549546
0.0108707,100.0053813549546
0.010875,100.005374967567
0.0109,100.0053375916231
0.010925,100.0053004383524
0.01095,100.0052635077026
0.010975,100.0052267934519
0.011,100.0051902952577
0.011025,100.0051540137534
0.01105,100.0051179557703
0.011075,100.0050821129415
0.0111,100.0050464696541
0.011125,100.0050110441098
0.0111465,100.0049807603713
0.0111465,100.0049807603713
0.01115,100.0049758627699
0.011175,100.0049408731424
0.0112,100.0049060965414
0.011225,100.0048715334462
0.01125,100.0048371784449
0.011275,100.0048030316698
0.0113,100.0047690918521
0.011325,100.0047353584832
0.01135,100.0047018348702
0.0113586,100.004690336366
0.0113586,100.0046903363514
0.0113586,100.0045571249924
0.0113586,100.0045571249924
0.011375,0.009018952148494463
0.0114,0.009012112309903841
0.011425,0.009005337079941
0.0114274,0.009004688164168329
0.0114274,0.009004688169113706
0.0114274,0.009378274884682014
0.0114274,0.009378274884682014
0.0114487,100.0046433840816
0.0114487,100.0046433840247
0.0114487,100.0071004563193
0.0114487,100.0071004563193
0.01145,199.81775471817
0.011475,200.0002479357327
0.0114787,200.0002393083745
0.0114787,200.0002393083745
0.0115,200.0001891215139
0.011525,200.0001306097171
0.0115483,200.0000764566812
0.0115483,200.0000764566528
0.0115483,199.9928973490402
0.0115483,199.9928973490402
0.01155,100.0250184406246
0.011575,100.0043758896245
0.0115886,100.0043588089283
0.0115886,100.0043588089283
0.0116,100.0043445257056
0.011625,100.0043133570068
0.01165,100.0042823840206
0.011675,100.0042516104074
0.0117,100.0042210235721
0.011725,100.0041906257404
0.01175,100.0041604147115
0.011775,100.0041303916204
0.011779,100.0041256540538
0.011779,100.0041256540107
0.011779,100.0039946838741
0.011779,100.0039946838741
0.0118,0.00845588724615709
0.011825,0.008452507080903615
0.0118466,0.008449617385224428
0.0118466,0.008449617361691253
0.0118466,0.008795741543792701
0.0118466,0.008795741543735858
0.01185,100.0038847849768
0.011875,100.0040828268478
0.0118809,100.0040758746576
0.0118809,100.004075874686
0.0118809,100.0068378378561
0.0118809,100.0068378378561
0.0119,199.9997001688126
0.011925,199.9996446856856
0.01195,199.9995895376487
0.011975,199.9995346913784
0.0119936,199.9994941206043
0.0119936,199.9994941205758
0.0119936,199.9944067800212
0.0119936,199.9944067800212
0.012,100.0038245598576
0.012025,100.0037921559057
0.01205,100.0037643803456
0.012075,100.0037367838368
0.0121,100.003709369146
0.012125,100.0036821311449
0.01215,100.0036550643338
0.0121674,100.0036363675377
0.0121674,100.0036363674378
0.0121674,100.0035073901178
0.0121674,100.0035073901178
0.012175,0.007969725922464477
0.0122,0.007968976814311191
0.012225,0.007968604614063679
0.012234,0.007968484609534698
0.012234,0.007968484699688361
0.012234,0.008307000901822903
0.012234,0.008307000901822903
0.01225,100.0036182794906
0.0122596,100.0036080000542
0.0122596,100.0036080000542
0.0122596,100.0067228158765
0.0122596,100.0067228158765
0.012275,199.9992424908142
0.0123,199.999189781127
0.012325,199.9991374656483
0.01235,199.9990854377292
0.012375,199.9990336941158
0.0123878,199.9990072257287
0.0123878,199.9990072257287
0.0123878,199.9949143083841
0.0123878,199.9949143083841
0.0124,100.0033281551753
0.012425,100.0033033334759
0.01245,100.0032785948699
0.012475,100.0032540135929
0.0125,100.0032295973641
0.012525,100.0032053378182
0.0125321,100.0031984955283
0.0125321,100.0031984955421
0.0125321,100.0030710570303
0.0125321,100.0030710570303
0.01255,0.007533263413449731
0.012575,0.007535600092865025
0.0125979,0.00753774869224344
0.0125979,0.007537748611923689
0.0125979,0.007881968710137244
0.0125979,0.007881968710137244
0.0126,99.99656696501359
0.0126177,100.0031856625687
0.0126177,100.0031856625971
0.0126177,100.0067507755136
0.0126177,100.0067507755136
0.012625,199.998836253573
0.01265,199.9987876412347
0.012675,199.9987378390811
0.0127,199.998688312974
0.012725,199.9986390591991
0.01275,199.9985900842618
0.0127663,199.9985582524181
0.0127663,199.9985582524465
0.0127663,199.9950880996092
0.0127663,199.9950880996092
0.012775,100.0028839979799
0.0128,100.0028615261683
0.012825,100.0028395187314
0.01285,100.0028176517012
0.0128743,100.0027965038255
0.0128743,100.0027965037256
0.0128743,100.0026699928985
0.0128743,100.0026699928985
0.012875,4.145744383586361
0.0129,0.007134564231421336
0.012925,0.007139343085384553
0.0129397,0.007142169720623315
0.0129397,0.007142169640303564
0.0129397,0.007501477403081935
0.0129397,0.007501477403081935
0.01295,100.0027999436552
0.0129721,100.0027811975216
0.0129721,100.0027811974648
0.0129721,100.0069773146936
0.0129721,100.0069773146936
0.012975,199.9976766689738
0.013,199.9983947768045
0.013025,199.9983474136698
0.01305,199.9983003126162
0.013075,199.9982534668447
0.0131,199.9982068858916
0.013125,199.9981605554153
0.01315,199.9981144734192
0.013151,199.9981125485264
0.013151,199.9981125485406
0.013151,199.9950921889259
0.013151,199.9950921889259
0.013175,100.0024271332645
0.0131851,100.0024192279423
0.0131851,100.002419227956
0.0131851,100.0022921810955
0.0131851,100.0022921810955
0.0132,0.006756605584598674
0.013225,0.006763625930261696
0.01325,0.006770671775996107
0.0132507,0.006770873070649941
0.0132507,0.006770873047116766
0.0132507,0.00714681751446733
0.0132507,0.00714681751446733
0.013275,100.0024194801856
0.0133,100.0023997937106
0.013325,100.0023807996452
0.0133392,100.0023700674773
0.0133392,100.0023700675129
0.0133392,100.0075756849411
0.0133392,100.0075756849411
0.01335,199.9980174620889
0.013375,199.9979722882526
0.0134,199.997927490399
0.013425,199.9978829424974
0.01345,199.9978386373253
0.0134531,199.9978332404167
0.0134531,199.9978332404167
0.0134571,199.9978261590174
0.0134571,-100.002173720999
0.0134571,-100.0020480023417
0.0134571,-100.0020480023417
0.013475,-0.006500699591596589
0.0134762,-0.006500278107835255
0.0134762,-0.006500278107835255
0.0135,-0.006492035370289776
0.0135221,-0.006484387325224382
0.0135221,299.9935154926445
0.0135221,299.9931876328595
0.0135221,299.9931876328595
0.013525,199.9979312123124
0.0135308,199.9978354693148
0.0135308,199.9978354693148
0.01355,199.9977995319633
0.013575,199.9977558026428
0.0136,199.9977123120496
0.013625,199.9976690617646
0.0136306,199.9976593849189
0.0136306,199.9976593849686
0.0136306,199.9950014512074
0.0136306,199.9950014512074
0.01365,100.0019796673067
0.013675,100.0019631270491
0.0137,100.001946697526
0.0137223,100.0019321630435
0.0137223,100.0019321629435
0.0137223,100.0018081828423
0.0137223,100.0018081828423
0.013725,0.006712976530650394
0.01375,0.006276560113860796
0.013775,0.006286668724612809
0.0137863,0.006291249263028931
0.0137863,0.006291249182652336
0.0137863,0.00679280629412915
0.0137863,0.00679280629412915
0.0138,100.001953228699
0.013803,100.0019490840313
0.013803,100.0019490839887
0.013803,100.0092504152493
0.013803,100.0092504152493
0.013825,199.9975765279505
0.01385,199.9975343270027
0.013875,199.9974922762173
0.0139,199.9974504443114
0.013925,199.9974088412881
0.0139433,199.997378605859
0.0139433,-100.0026212741406
0.0139433,-100.0024969334814
0.0139433,-100.0024969334814
0.01395,-0.006952162658760335
0.013975,-0.006939947581372953
0.014,-0.006928524410689293
0.0140075,-0.006925087912546514
0.0140075,299.9930747921039
0.0140075,299.9928220118059
0.0140075,299.9928220118059
0.014025,199.997379136133
0.01405,199.9973380168689
0.014075,199.997297134502
0.0141,199.9972564717343
0.014125,199.9972160247646
0.0141407,199.9971907763746
0.0141407,-100.0028091035823
0.0141407,-100.0026841101333
0.0141407,-100.0026841101333
0.01415,-0.007137675252669892
0.014175,-0.007125054368754573
0.0142,-0.007112525128830879
0.0142053,-0.007109882580206897
0.0142053,299.9928899974504
0.0142053,299.992660549081
0.0142053,299.992660549081
0.014225,199.9971914959791
0.01425,199.9971515000693
0.014275,199.9971117244799
0.0143,199.9970721573873
0.0143125,199.9970524122648
0.0143125,199.9970524123074
0.0143125,199.994752997779
0.0143125,199.994752997779
0.014325,100.0013790998292
0.01435,100.0013662677839
0.0143672,100.0013574713015
0.0143672,100.0013574712016
0.0143672,100.0012339768843
0.0143672,100.0012339768843
0.014375,0.005695144624326076
0.0144,0.005708501543040256
0.014425,0.005722064899828183
0.014431,0.005725322035743829
0.014431,0.005725322012267497
0.014431,0.006662128557820779
0.014431,0.006662128557820779
0.01445,100.0013838581615
0.0144699,100.0013717875494
0.0144699,100.0013717875636
0.0144699,100.020362459981
0.0144699,100.020362459981
0.014475,199.9970017559414
0.0145,199.9969921638743
0.014525,199.996953407986
0.01455,199.9969148628078
0.014575,199.9968765185278
0.0145779,199.9968721083418
0.0145779,-100.0031277716578
0.0145779,-100.0030054109116
0.0145779,-100.0030054109116
0.0146,-0.007448099236030211
0.014625,-0.007433597819434627
0.0146411,-0.007424270921549761
0.0146411,299.9925756091019
0.0146411,299.9923704959759
0.0146411,299.9923704959759
0.01465,199.9968973141146
0.014675,199.9968570327679
0.0147,199.9968190901733
0.014725,199.996781340068
0.0147482,199.9967464384324
